timestamp,activeWord,lastChar,correctChar,layout,testNum,type,length,language,funbox
2022-12-12T07:50:36.380Z,racer , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:36.689Z,grope ,g,g,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:37.300Z,grope ,r,r,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:37.631Z,grope ,o,o,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:38.101Z,grope ,p,p,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:38.288Z,grope ,e,e,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:38.521Z,grope , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:39.120Z,frond ,f,f,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:39.509Z,frond ,r,r,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:39.794Z,frond ,o,o,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:39.954Z,frond ,n,n,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:40.268Z,frond ,d,d,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:40.425Z,frond , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:40.852Z,cedar ,c,c,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:41.149Z,cedar ,e,e,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:41.651Z,cedar ,r,d,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:41.869Z,cedar ,a,d,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:43.371Z,cedar ,d,d,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:43.689Z,cedar ,a,a,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:43.842Z,cedar ,r,r,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:44.113Z,cedar , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:44.644Z,young ,y,y,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:44.859Z,young ,o,o,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:44.970Z,young ,u,u,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:45.310Z,young ,g,n,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:45.929Z,young ,n,n,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:46.034Z,young ,g,g,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:46.161Z,young , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:46.540Z,lodge ,l,l,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:46.675Z,lodge ,o,o,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:47.850Z,lodge ,d,d,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:48.082Z,lodge ,r,g,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:48.946Z,lodge ,g,g,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:49.293Z,lodge ,e,e,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:49.525Z,lodge , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:49.710Z,stock ,s,s,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:49.907Z,stock ,t,t,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:50.159Z,stock ,o,o,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:50.897Z,stock ,c,c,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:51.146Z,stock ,h,k,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:51.955Z,stock ,k,k,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:52.094Z,stock , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:52.250Z,cause ,c,c,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:52.663Z,cause ,a,a,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:52.785Z,cause ,s,u,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:53.697Z,cause ,u,u,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:53.780Z,cause ,s,s,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:53.988Z,cause ,e,e,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:54.164Z,cause , , ,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:54.460Z,agile,a,a,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:54.650Z,agile,g,g,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:54.922Z,agile,i,i,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:55.802Z,agile,l,l,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:50:55.967Z,agile,e,e,semicolemakdh,13,words,10,wordle,null
2022-12-12T07:51:35.950Z,cause ,c,c,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:36.031Z,cause ,a,a,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:36.253Z,cause ,u,u,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:36.355Z,cause ,s,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:36.583Z,cause ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:36.782Z,cause , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:37.324Z,joust ,j,j,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:37.534Z,joust ,o,o,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:37.619Z,joust ,u,u,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:37.748Z,joust ,s,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:37.884Z,joust ,t,t,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:38.031Z,joust , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:38.307Z,shape ,s,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:38.501Z,shape ,h,h,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:38.633Z,shape ,a,a,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:39.076Z,shape ,p,p,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:39.219Z,shape ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:39.454Z,shape , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:39.583Z,arose ,a,a,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:40.002Z,arose ,r,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:40.119Z,arose ,o,o,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:40.286Z,arose ,s,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:40.750Z,arose ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:40.939Z,arose , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:41.574Z,tramp ,t,t,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:41.907Z,tramp ,f,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:42.572Z,tramp ,r,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:42.691Z,tramp ,a,a,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:43.053Z,tramp ,m,m,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:43.589Z,tramp ,p,p,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:43.724Z,tramp , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:43.955Z,offer ,o,o,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:44.120Z,offer ,f,f,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:44.293Z,offer ,f,f,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:44.507Z,offer ,r,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:44.580Z,offer ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:45.459Z,offer ,e,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:45.547Z,offer ,r,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:45.659Z,offer , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:45.837Z,least ,l,l,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:46.039Z,least ,s,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:46.212Z,least ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:46.327Z,least ,a,a,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:47.243Z,least ,e,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:47.404Z,least ,a,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:47.501Z,least ,s,s,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:47.983Z,least ,t,t,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:48.126Z,least , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:48.493Z,thief ,t,t,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:48.574Z,thief ,h,h,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:49.021Z,thief ,i,i,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:49.211Z,thief ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:49.668Z,thief ,f,f,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:49.844Z,thief , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:50.179Z,credo ,c,c,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:50.732Z,credo ,r,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:51.223Z,credo ,f,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:51.390Z,credo ,e,e,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:52.190Z,credo ,e,d,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:52.803Z,credo ,d,d,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:52.886Z,credo ,o,o,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:53.083Z,credo , , ,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:53.446Z,crypt,c,c,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:53.996Z,crypt,r,r,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:54.300Z,crypt,y,y,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:54.543Z,crypt,t,p,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:55.757Z,crypt,p,p,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:56.016Z,crypt,t,t,semicolemakdh,14,words,10,wordle,null
2022-12-12T07:51:59.398Z,skate ,s,s,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:51:59.501Z,skate ,k,k,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:51:59.635Z,skate ,a,a,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:00.221Z,skate ,t,t,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:00.302Z,skate ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:00.534Z,skate , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:00.939Z,poise ,p,p,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:01.124Z,poise ,o,o,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:01.244Z,poise ,u,i,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:01.991Z,poise ,i,i,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:02.054Z,poise ,s,s,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:02.220Z,poise ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:02.589Z,poise , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:03.321Z,horde ,h,h,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:03.428Z,horde ,o,o,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:03.688Z,horde ,r,r,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:03.974Z,horde ,d,d,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:04.157Z,horde ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:04.375Z,horde , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:05.397Z,shape ,s,s,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:05.566Z,shape ,h,h,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:05.812Z,shape ,a,a,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:06.169Z,shape ,p,p,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:06.287Z,shape ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:06.542Z,shape ,e, ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:07.288Z,shape , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:08.009Z,bevel ,b,b,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:08.165Z,bevel ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:08.453Z,bevel ,v,v,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:08.814Z,bevel ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:09.044Z,bevel ,l,l,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:09.236Z,bevel , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:09.620Z,plunk ,p,p,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:10.044Z,plunk ,l,l,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:10.358Z,plunk ,u,u,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:11.196Z,plunk ,n,n,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:12.098Z,plunk ,k,k,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:12.252Z,plunk , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:13.402Z,beget ,b,b,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:13.541Z,beget ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:13.788Z,beget ,g,g,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:13.894Z,beget ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:14.281Z,beget ,t,t,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:14.445Z,beget , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:14.757Z,loyal ,l,l,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:15.285Z,loyal ,o,o,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:16.156Z,loyal ,y,y,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:16.509Z,loyal ,a,a,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:16.956Z,loyal ,l,l,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:17.292Z,loyal , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:18.055Z,grope ,g,g,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:18.446Z,grope ,r,r,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:18.905Z,grope ,o,o,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:19.308Z,grope ,p,p,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:19.487Z,grope ,e,e,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:19.724Z,grope , , ,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:19.909Z,snaky,s,s,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:20.108Z,snaky,h,n,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:20.260Z,snaky,a,n,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:21.071Z,snaky,n,n,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:21.108Z,snaky,a,a,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:21.324Z,snaky,k,k,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:21.641Z,snaky,y,y,semicolemakdh,15,words,10,wordle,null
2022-12-12T07:52:55.809Z,drank ,d,d,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:55.885Z,drank ,r,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:55.966Z,drank ,a,a,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:56.270Z,drank ,n,n,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:56.662Z,drank ,k,k,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:56.895Z,drank , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:57.237Z,grown ,g,g,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:57.670Z,grown ,r,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:58.071Z,grown ,o,o,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:58.453Z,grown ,w,w,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:58.582Z,grown ,n,n,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:58.774Z,grown , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:59.470Z,quoth ,q,q,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:52:59.735Z,quoth ,u,u,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:00.183Z,quoth ,o,o,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:00.446Z,quoth ,t,t,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:00.614Z,quoth ,h,h,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:00.829Z,quoth , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:01.208Z,locus ,l,l,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:01.343Z,locus ,o,o,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:01.543Z,locus ,c,c,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:01.710Z,locus ,u,u,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:01.831Z,locus ,s,s,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:02.006Z,locus , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:02.222Z,swish ,s,s,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:02.504Z,swish ,w,w,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:02.754Z,swish ,i,i,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:03.087Z,swish ,s,s,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:03.351Z,swish ,h,h,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:03.591Z,swish , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:04.024Z,quack ,q,q,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:04.133Z,quack ,u,u,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:04.398Z,quack ,a,a,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:04.888Z,quack ,d,c,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:05.565Z,quack ,c,c,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:05.911Z,quack ,k,k,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:06.111Z,quack , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:06.350Z,credo ,c,c,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:06.996Z,credo ,e,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:07.449Z,credo ,r,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:07.593Z,credo ,e,e,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:07.918Z,credo ,d,d,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:08.008Z,credo ,o,o,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:08.199Z,credo , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:08.607Z,prank ,p,p,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:09.056Z,prank ,r,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:09.192Z,prank ,a,a,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:09.446Z,prank ,n,n,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:09.838Z,prank ,k,k,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:10.097Z,prank , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:10.801Z,micro ,m,m,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:11.031Z,micro ,i,i,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:11.364Z,micro ,c,c,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:12.238Z,micro ,r,r,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:12.344Z,micro ,o,o,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:12.583Z,micro , , ,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:12.827Z,steep,s,s,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:13.022Z,steep,t,t,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:13.502Z,steep,e,e,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:13.670Z,steep,e,e,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:13.905Z,steep,p,p,semicolemakdh,16,words,10,wordle,null
2022-12-12T07:53:19.308Z,bleak ,b,b,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:19.574Z,bleak ,l,l,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:19.791Z,bleak ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:19.910Z,bleak ,a,a,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:20.385Z,bleak ,k,k,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:20.541Z,bleak , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:21.124Z,jumbo ,n,j,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:21.807Z,jumbo ,j,j,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:22.434Z,jumbo ,u,u,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:22.810Z,jumbo ,m,m,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:23.425Z,jumbo ,b,b,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:23.550Z,jumbo ,o,o,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:23.771Z,jumbo , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:24.462Z,debit ,d,d,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:24.646Z,debit ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:25.073Z,debit ,b,b,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:25.342Z,debit ,i,i,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:25.559Z,debit ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:25.662Z,debit , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:26.325Z,deity ,r,d,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:26.892Z,deity ,d,d,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:27.210Z,deity ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:27.519Z,deity ,i,i,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:28.096Z,deity ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:28.382Z,deity ,y,y,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:28.563Z,deity , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:28.881Z,conch ,c,c,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:29.022Z,conch ,o,o,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:29.202Z,conch ,n,n,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:29.486Z,conch ,c,c,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:29.810Z,conch ,h,h,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:29.998Z,conch , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:30.311Z,three ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:30.471Z,three ,h,h,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.072Z,three ,r,r,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.177Z,three ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.335Z,three ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.530Z,three , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.762Z,theta ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:31.839Z,theta ,h,h,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:32.083Z,theta ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:32.398Z,theta ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:32.438Z,theta ,a,a,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:32.653Z,theta , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:32.888Z,skate ,s,s,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:33.167Z,skate ,k,k,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:33.422Z,skate ,e,a,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:33.710Z,skate ,a,a,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:34.318Z,skate ,a,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:34.464Z,skate ,e,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:34.592Z,skate ,t,t,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:34.729Z,skate ,f,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:36.151Z,skate ,t,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:36.336Z,skate ,e,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:36.449Z,skate ,f, ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:37.254Z,skate , , ,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:37.819Z,maple ,m,m,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:37.869Z,maple ,a,a,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:38.192Z,maple ,p,p,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:38.536Z,maple ,l,l,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:38.984Z,maple ,i,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:39.190Z,maple , ,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:40.082Z,medal,m,m,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:40.455Z,medal,a,e,semicolemakdh,17,words,10,wordle,null
2022-12-12T07:53:40.926Z,medal,r,e,semicolemakdh,17,words,10,wordle,null
