timestamp,activeWord,lastChar,correctChar,layout,testNum,type,length,language,funbox,cpm
2022-12-12 08:31:22.551,buy ,u,u,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.267000
2022-12-12 08:31:22.869,buy ,y,y,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.318000
2022-12-12 08:31:23.065,buy , , ,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.196000
2022-12-12 08:31:23.411,him ,m,h,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.346000
2022-12-12 08:31:23.669,him ,i,h,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.258000
2022-12-12 08:31:24.508,him ,h,h,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.839000
2022-12-12 08:31:24.924,him ,i,i,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.416000
2022-12-12 08:31:25.194,him ,m,m,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.270000
2022-12-12 08:31:25.274,him , , ,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.080000
2022-12-12 08:31:25.910,feet ,f,f,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.636000
2022-12-12 08:31:26.076,feet ,e,e,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.166000
2022-12-12 08:31:26.308,feet ,e,e,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.232000
2022-12-12 08:31:26.452,feet ,t,t,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.144000
2022-12-12 08:31:26.604,feet , , ,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.152000
2022-12-12 08:31:27.344,list ,l,l,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.740000
2022-12-12 08:31:27.578,list ,i,i,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.234000
2022-12-12 08:31:27.709,list ,s,s,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.131000
2022-12-12 08:31:27.883,list ,t,t,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.174000
2022-12-12 08:31:28.067,list , , ,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.184000
2022-12-12 08:31:28.492,more,o,m,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.425000
2022-12-12 08:31:29.204,more,m,m,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.712000
2022-12-12 08:31:29.302,more,o,o,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.098000
2022-12-12 08:31:30.002,more,r,r,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.700000
2022-12-12 08:31:30.007,more,e,e,semicolemakdh,55,words,10,english 1k,null,0 days 00:00:00.005000
2022-12-12 08:31:39.551,language ,l,l,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:09.544000
2022-12-12 08:31:39.692,language ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.141000
2022-12-12 08:31:39.919,language ,n,n,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.227000
2022-12-12 08:31:40.243,language ,g,g,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.324000
2022-12-12 08:31:40.333,language ,u,u,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.090000
2022-12-12 08:31:40.886,language ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.553000
2022-12-12 08:31:41.124,language ,g,g,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.238000
2022-12-12 08:31:41.270,language ,e,e,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.146000
2022-12-12 08:31:41.504,language , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.234000
2022-12-12 08:31:41.778,sent ,s,s,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.274000
2022-12-12 08:31:41.932,sent ,e,e,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.154000
2022-12-12 08:31:42.057,sent ,n,n,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.125000
2022-12-12 08:31:42.211,sent ,t,t,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.154000
2022-12-12 08:31:42.380,sent , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.169000
2022-12-12 08:31:42.875,pick ,p,p,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.495000
2022-12-12 08:31:43.164,pick ,i,i,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.289000
2022-12-12 08:31:43.307,pick ,c,c,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.143000
2022-12-12 08:31:43.596,pick ,k,k,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.289000
2022-12-12 08:31:43.790,pick , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.194000
2022-12-12 08:31:44.612,meant ,m,m,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.822000
2022-12-12 08:31:44.807,meant ,e,e,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.195000
2022-12-12 08:31:45.027,meant ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.220000
2022-12-12 08:31:45.259,meant ,n,n,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.232000
2022-12-12 08:31:45.461,meant ,t,t,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.202000
2022-12-12 08:31:45.627,meant , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.166000
2022-12-12 08:31:45.956,ease ,e,e,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.329000
2022-12-12 08:31:46.309,ease ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.353000
2022-12-12 08:31:46.438,ease ,s,s,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.129000
2022-12-12 08:31:46.643,ease ,e,e,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.205000
2022-12-12 08:31:46.840,ease , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.197000
2022-12-12 08:31:47.397,division ,v,d,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.557000
2022-12-12 08:31:48.438,division ,d,d,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:01.041000
2022-12-12 08:31:48.542,division ,i,i,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.104000
2022-12-12 08:31:48.859,division ,v,v,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.317000
2022-12-12 08:31:48.931,division ,e,i,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.072000
2022-12-12 08:31:49.796,division ,i,i,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.865000
2022-12-12 08:31:49.860,division ,s,s,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.064000
2022-12-12 08:31:50.125,division ,i,i,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.265000
2022-12-12 08:31:50.179,division ,e,o,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.054000
2022-12-12 08:31:50.964,division ,o,o,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.785000
2022-12-12 08:31:51.100,division ,n,n,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.136000
2022-12-12 08:31:51.276,division , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.176000
2022-12-12 08:31:51.483,warm ,w,w,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.207000
2022-12-12 08:31:51.644,warm ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.161000
2022-12-12 08:31:52.483,warm ,r,r,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.839000
2022-12-12 08:31:52.711,warm ,m,m,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.228000
2022-12-12 08:31:52.826,warm , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.115000
2022-12-12 08:31:52.975,star ,s,s,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.149000
2022-12-12 08:31:53.169,star ,t,t,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.194000
2022-12-12 08:31:53.460,star ,a,a,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.291000
2022-12-12 08:31:53.868,star ,r,r,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.408000
2022-12-12 08:31:54.013,star , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.145000
2022-12-12 08:31:54.453,root ,r,r,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.440000
2022-12-12 08:31:54.582,root ,o,o,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.129000
2022-12-12 08:31:54.755,root ,o,o,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.173000
2022-12-12 08:31:54.931,root ,t,t,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.176000
2022-12-12 08:31:55.052,root , , ,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.121000
2022-12-12 08:31:55.381,of,o,o,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.329000
2022-12-12 08:31:55.622,of,f,f,semicolemakdh,56,words,10,english 1k,null,0 days 00:00:00.241000
2022-12-12 08:31:57.972,wear ,w,w,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:02.350000
2022-12-12 08:31:58.555,wear ,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.583000
2022-12-12 08:31:58.677,wear ,a,a,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.122000
2022-12-12 08:31:59.247,wear ,r,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.570000
2022-12-12 08:31:59.377,wear , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.130000
2022-12-12 08:31:59.909,desert ,d,d,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.532000
2022-12-12 08:32:00.068,desert ,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.159000
2022-12-12 08:32:00.179,desert ,s,s,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.111000
2022-12-12 08:32:00.765,desert ,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.586000
2022-12-12 08:32:00.909,desert ,r,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.144000
2022-12-12 08:32:01.125,desert ,t,t,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.216000
2022-12-12 08:32:01.310,desert , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.185000
2022-12-12 08:32:01.740,list ,l,l,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.430000
2022-12-12 08:32:01.902,list ,i,i,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.162000
2022-12-12 08:32:02.085,list ,s,s,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.183000
2022-12-12 08:32:02.277,list ,t,t,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.192000
2022-12-12 08:32:02.646,list , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.369000
2022-12-12 08:32:02.923,stand ,s,s,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.277000
2022-12-12 08:32:03.116,stand ,t,t,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.193000
2022-12-12 08:32:03.184,stand ,a,a,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.068000
2022-12-12 08:32:03.539,stand ,n,n,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.355000
2022-12-12 08:32:03.806,stand ,d,d,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.267000
2022-12-12 08:32:03.999,stand , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.193000
2022-12-12 08:32:04.181,if ,i,i,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.182000
2022-12-12 08:32:04.592,if ,f,f,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.411000
2022-12-12 08:32:04.773,if , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.181000
2022-12-12 08:32:05.078,chord ,c,c,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.305000
2022-12-12 08:32:05.362,chord ,h,h,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.284000
2022-12-12 08:32:05.748,chord ,o,o,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.386000
2022-12-12 08:32:06.115,chord ,r,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.367000
2022-12-12 08:32:06.665,chord ,d,d,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.550000
2022-12-12 08:32:06.790,chord , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.125000
2022-12-12 08:32:07.273,tire ,t,t,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.483000
2022-12-12 08:32:07.414,tire ,i,i,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.141000
2022-12-12 08:32:07.843,tire ,e,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.429000
2022-12-12 08:32:08.537,tire ,r,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.694000
2022-12-12 08:32:08.660,tire ,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.123000
2022-12-12 08:32:08.822,tire , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.162000
2022-12-12 08:32:09.069,also ,a,a,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.247000
2022-12-12 08:32:09.293,also ,l,l,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.224000
2022-12-12 08:32:09.435,also ,s,s,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.142000
2022-12-12 08:32:09.553,also ,o,o,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.118000
2022-12-12 08:32:09.684,also , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.131000
2022-12-12 08:32:09.941,speak ,s,s,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.257000
2022-12-12 08:32:10.399,speak ,p,p,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.458000
2022-12-12 08:32:10.835,speak ,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.436000
2022-12-12 08:32:10.941,speak ,a,a,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.106000
2022-12-12 08:32:11.374,speak ,k,k,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.433000
2022-12-12 08:32:11.526,speak , , ,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.152000
2022-12-12 08:32:12.161,triangle,t,t,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.635000
2022-12-12 08:32:12.604,triangle,r,r,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.443000
2022-12-12 08:32:12.852,triangle,i,i,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.248000
2022-12-12 08:32:13.053,triangle,a,a,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.201000
2022-12-12 08:32:13.181,triangle,e,n,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.128000
2022-12-12 08:32:13.981,triangle,n,n,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.800000
2022-12-12 08:32:14.716,triangle,b,g,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.735000
2022-12-12 08:32:15.414,triangle,m,g,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.698000
2022-12-12 08:32:15.968,triangle,g,g,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.554000
2022-12-12 08:32:16.729,triangle,l,l,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.761000
2022-12-12 08:32:16.790,triangle,e,e,semicolemakdh,57,words,10,english 1k,null,0 days 00:00:00.061000
2022-12-12 08:32:26.455,quiet ,q,q,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:09.665000
2022-12-12 08:32:26.581,quiet ,u,u,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.126000
2022-12-12 08:32:26.895,quiet ,i,i,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.314000
2022-12-12 08:32:27.514,quiet ,r,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.619000
2022-12-12 08:32:27.678,quiet ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.164000
2022-12-12 08:32:28.454,quiet ,e,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.776000
2022-12-12 08:32:28.645,quiet ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.191000
2022-12-12 08:32:28.776,quiet , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.131000
2022-12-12 08:32:29.245,power ,p,p,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.469000
2022-12-12 08:32:29.397,power ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.152000
2022-12-12 08:32:29.669,power ,u,w,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.272000
2022-12-12 08:32:30.192,power ,w,w,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.523000
2022-12-12 08:32:30.455,power ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.263000
2022-12-12 08:32:30.597,power ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.142000
2022-12-12 08:32:30.864,power , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.267000
2022-12-12 08:32:31.518,bottom ,b,b,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.654000
2022-12-12 08:32:31.606,bottom ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.088000
2022-12-12 08:32:31.991,bottom ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.385000
2022-12-12 08:32:32.181,bottom ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.190000
2022-12-12 08:32:32.391,bottom ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.210000
2022-12-12 08:32:32.621,bottom ,m,m,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.230000
2022-12-12 08:32:32.798,bottom , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.177000
2022-12-12 08:32:33.198,garden ,g,g,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.400000
2022-12-12 08:32:33.437,garden ,a,a,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.239000
2022-12-12 08:32:33.649,garden ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.212000
2022-12-12 08:32:34.336,garden ,d,d,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.687000
2022-12-12 08:32:34.495,garden ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.159000
2022-12-12 08:32:34.631,garden ,n,n,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.136000
2022-12-12 08:32:34.805,garden , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.174000
2022-12-12 08:32:34.957,string ,s,s,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.152000
2022-12-12 08:32:35.733,string ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.776000
2022-12-12 08:32:35.895,string ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.162000
2022-12-12 08:32:36.493,string ,i,i,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.598000
2022-12-12 08:32:36.684,string ,n,n,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.191000
2022-12-12 08:32:37.032,string ,g,g,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.348000
2022-12-12 08:32:37.119,string , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.087000
2022-12-12 08:32:37.501,favor ,f,f,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.382000
2022-12-12 08:32:37.693,favor ,a,a,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.192000
2022-12-12 08:32:37.954,favor ,v,v,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.261000
2022-12-12 08:32:38.094,favor ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.140000
2022-12-12 08:32:38.341,favor ,p,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.247000
2022-12-12 08:32:38.983,favor ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.642000
2022-12-12 08:32:39.173,favor , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.190000
2022-12-12 08:32:39.391,market ,m,m,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.218000
2022-12-12 08:32:39.493,market ,a,a,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.102000
2022-12-12 08:32:39.787,market ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.294000
2022-12-12 08:32:40.152,market ,k,k,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.365000
2022-12-12 08:32:40.352,market ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.200000
2022-12-12 08:32:40.553,market ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.201000
2022-12-12 08:32:40.638,market , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.085000
2022-12-12 08:32:40.990,opposite ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.352000
2022-12-12 08:32:41.157,opposite ,p,p,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.167000
2022-12-12 08:32:41.338,opposite ,p,p,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.181000
2022-12-12 08:32:41.503,opposite ,o,o,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.165000
2022-12-12 08:32:41.584,opposite ,s,s,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.081000
2022-12-12 08:32:41.833,opposite ,i,i,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.249000
2022-12-12 08:32:42.372,opposite ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.539000
2022-12-12 08:32:42.503,opposite ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.131000
2022-12-12 08:32:42.681,opposite , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.178000
2022-12-12 08:32:43.072,create ,c,c,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.391000
2022-12-12 08:32:43.446,create ,r,r,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.374000
2022-12-12 08:32:43.709,create ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.263000
2022-12-12 08:32:43.974,create ,a,a,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.265000
2022-12-12 08:32:44.305,create ,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.331000
2022-12-12 08:32:44.373,create ,e,e,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.068000
2022-12-12 08:32:44.564,create , , ,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.191000
2022-12-12 08:32:44.862,match,m,m,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.298000
2022-12-12 08:32:44.909,match,a,a,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.047000
2022-12-12 08:32:45.493,match,r,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.584000
2022-12-12 08:32:46.141,match,t,t,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.648000
2022-12-12 08:32:46.670,match,c,c,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.529000
2022-12-12 08:32:47.059,match,h,h,semicolemakdh,58,words,10,english 1k,null,0 days 00:00:00.389000
2022-12-12 08:32:53.647,baby ,b,b,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:06.588000
2022-12-12 08:32:54.117,baby ,a,a,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.470000
2022-12-12 08:32:54.253,baby ,b,b,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.136000
2022-12-12 08:32:54.735,baby ,y,y,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.482000
2022-12-12 08:32:54.958,baby , , ,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.223000
2022-12-12 08:32:55.247,hat ,h,h,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.289000
2022-12-12 08:32:55.279,hat ,a,a,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.032000
2022-12-12 08:32:55.431,hat ,t,t,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.152000
2022-12-12 08:32:55.601,hat , , ,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.170000
2022-12-12 08:32:55.986,clean ,c,c,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.385000
2022-12-12 08:32:56.266,clean ,l,l,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.280000
2022-12-12 08:32:56.390,clean ,a,e,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.124000
2022-12-12 08:32:57.246,clean ,e,e,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.856000
2022-12-12 08:32:57.310,clean ,a,a,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.064000
2022-12-12 08:32:57.507,clean ,n,n,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.197000
2022-12-12 08:32:57.633,clean , , ,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.126000
2022-12-12 08:32:57.864,could ,c,c,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.231000
2022-12-12 08:32:57.951,could ,o,o,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.087000
2022-12-12 08:32:58.358,could ,u,u,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.407000
2022-12-12 08:32:58.551,could ,l,l,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.193000
2022-12-12 08:32:58.974,could ,d,d,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.423000
2022-12-12 08:32:59.142,could , , ,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.168000
2022-12-12 08:32:59.527,dictionary ,d,d,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.385000
2022-12-12 08:32:59.807,dictionary ,o,i,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.280000
2022-12-12 08:33:00.128,dictionary ,c,i,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.321000
2022-12-12 08:33:00.888,dictionary ,i,i,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.760000
2022-12-12 08:33:00.967,dictionary ,c,c,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.079000
2022-12-12 08:33:01.421,dictionary ,t,t,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.454000
2022-12-12 08:33:01.625,dictionary ,i,i,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.204000
2022-12-12 08:33:01.919,dictionary ,o,o,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.294000
2022-12-12 08:33:02.111,dictionary ,n,n,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.192000
2022-12-12 08:33:02.262,dictionary ,a,a,semicolemakdh,59,words,10,english 1k,null,0 days 00:00:00.151000
