,timestamp,activeWord,lastChar,correctChar,layout,testNum,type,length,language,funbox,cps
5356,2022-12-12 08:44:44.674,reinforce ,f,f,semicolemakdh,70,words,10,english 5k,null,0.59
5357,2022-12-12 08:44:44.853,reinforce ,o,o,semicolemakdh,70,words,10,english 5k,null,0.179
5358,2022-12-12 08:44:45.323,reinforce ,d,r,semicolemakdh,70,words,10,english 5k,null,0.47
5359,2022-12-12 08:44:45.573,reinforce ,e,r,semicolemakdh,70,words,10,english 5k,null,0.25
5360,2022-12-12 08:44:46.301,reinforce ,r,r,semicolemakdh,70,words,10,english 5k,null,0.728
5361,2022-12-12 08:44:46.557,reinforce ,c,c,semicolemakdh,70,words,10,english 5k,null,0.256
5362,2022-12-12 08:44:47.020,reinforce ,e,e,semicolemakdh,70,words,10,english 5k,null,0.463
5363,2022-12-12 08:44:47.195,reinforce , , ,semicolemakdh,70,words,10,english 5k,null,0.175
5364,2022-12-12 08:44:47.467,association ,a,a,semicolemakdh,70,words,10,english 5k,null,0.272
5365,2022-12-12 08:44:47.925,association ,s,s,semicolemakdh,70,words,10,english 5k,null,0.458
5366,2022-12-12 08:44:48.119,association ,s,s,semicolemakdh,70,words,10,english 5k,null,0.194
5367,2022-12-12 08:44:48.291,association ,o,o,semicolemakdh,70,words,10,english 5k,null,0.172
5368,2022-12-12 08:44:48.469,association ,c,c,semicolemakdh,70,words,10,english 5k,null,0.178
5369,2022-12-12 08:44:48.763,association ,i,i,semicolemakdh,70,words,10,english 5k,null,0.294
5370,2022-12-12 08:44:48.924,association ,a,a,semicolemakdh,70,words,10,english 5k,null,0.161
5371,2022-12-12 08:44:49.268,association ,t,t,semicolemakdh,70,words,10,english 5k,null,0.344
5372,2022-12-12 08:44:49.525,association ,i,i,semicolemakdh,70,words,10,english 5k,null,0.257
5373,2022-12-12 08:44:49.760,association ,o,o,semicolemakdh,70,words,10,english 5k,null,0.235
5374,2022-12-12 08:44:50.018,association ,n,n,semicolemakdh,70,words,10,english 5k,null,0.258
5375,2022-12-12 08:44:50.204,association , , ,semicolemakdh,70,words,10,english 5k,null,0.186
5376,2022-12-12 08:44:50.618,explore ,e,e,semicolemakdh,70,words,10,english 5k,null,0.414
5377,2022-12-12 08:44:51.285,explore ,x,x,semicolemakdh,70,words,10,english 5k,null,0.667
5378,2022-12-12 08:44:51.700,explore ,p,p,semicolemakdh,70,words,10,english 5k,null,0.415
5379,2022-12-12 08:44:53.115,explore ,l,l,semicolemakdh,70,words,10,english 5k,null,1.415
5380,2022-12-12 08:44:53.293,explore ,o,o,semicolemakdh,70,words,10,english 5k,null,0.178
5381,2022-12-12 08:44:53.636,explore ,r,r,semicolemakdh,70,words,10,english 5k,null,0.343
5382,2022-12-12 08:44:53.850,explore ,e,e,semicolemakdh,70,words,10,english 5k,null,0.214
5383,2022-12-12 08:44:53.927,explore , , ,semicolemakdh,70,words,10,english 5k,null,0.077
5384,2022-12-12 08:44:54.244,designate,d,d,semicolemakdh,70,words,10,english 5k,null,0.317
5385,2022-12-12 08:44:54.429,designate,e,e,semicolemakdh,70,words,10,english 5k,null,0.185
5386,2022-12-12 08:44:54.493,designate,s,s,semicolemakdh,70,words,10,english 5k,null,0.064
5387,2022-12-12 08:44:54.805,designate,i,i,semicolemakdh,70,words,10,english 5k,null,0.312
5388,2022-12-12 08:44:55.099,designate,g,g,semicolemakdh,70,words,10,english 5k,null,0.294
5389,2022-12-12 08:44:55.404,designate,n,n,semicolemakdh,70,words,10,english 5k,null,0.305
5390,2022-12-12 08:44:55.492,designate,a,a,semicolemakdh,70,words,10,english 5k,null,0.088
5391,2022-12-12 08:44:55.668,designate,t,t,semicolemakdh,70,words,10,english 5k,null,0.176
5392,2022-12-12 08:44:55.829,designate,r,e,semicolemakdh,70,words,10,english 5k,null,0.161
5393,2022-12-12 08:44:56.798,designate,e,e,semicolemakdh,70,words,10,english 5k,null,0.969
5394,2022-12-12 08:45:09.484,safety ,s,s,semicolemakdh,71,words,10,english 5k,null,12.686
5395,2022-12-12 08:45:09.590,safety ,a,a,semicolemakdh,71,words,10,english 5k,null,0.106
5396,2022-12-12 08:45:09.700,safety ,t,f,semicolemakdh,71,words,10,english 5k,null,0.11
5397,2022-12-12 08:45:10.019,safety ,f,f,semicolemakdh,71,words,10,english 5k,null,0.319
5398,2022-12-12 08:45:10.645,safety ,f,e,semicolemakdh,71,words,10,english 5k,null,0.626
5399,2022-12-12 08:45:10.894,safety ,e,e,semicolemakdh,71,words,10,english 5k,null,0.249
5400,2022-12-12 08:45:11.468,safety ,p,t,semicolemakdh,71,words,10,english 5k,null,0.574
5401,2022-12-12 08:45:12.132,safety ,t,t,semicolemakdh,71,words,10,english 5k,null,0.664
5402,2022-12-12 08:45:12.315,safety ,y,y,semicolemakdh,71,words,10,english 5k,null,0.183
5403,2022-12-12 08:45:12.495,safety , , ,semicolemakdh,71,words,10,english 5k,null,0.18
5404,2022-12-12 08:45:12.741,scope ,s,s,semicolemakdh,71,words,10,english 5k,null,0.246
5405,2022-12-12 08:45:12.988,scope ,c,c,semicolemakdh,71,words,10,english 5k,null,0.247
5406,2022-12-12 08:45:13.668,scope ,o,o,semicolemakdh,71,words,10,english 5k,null,0.68
5407,2022-12-12 08:45:14.149,scope ,p,p,semicolemakdh,71,words,10,english 5k,null,0.481
5408,2022-12-12 08:45:14.310,scope ,e,e,semicolemakdh,71,words,10,english 5k,null,0.161
5409,2022-12-12 08:45:14.484,scope , , ,semicolemakdh,71,words,10,english 5k,null,0.174
5410,2022-12-12 08:45:14.837,man ,m,m,semicolemakdh,71,words,10,english 5k,null,0.353
5411,2022-12-12 08:45:14.909,man ,a,a,semicolemakdh,71,words,10,english 5k,null,0.072
5412,2022-12-12 08:45:15.154,man ,n,n,semicolemakdh,71,words,10,english 5k,null,0.245
5413,2022-12-12 08:45:15.311,man , , ,semicolemakdh,71,words,10,english 5k,null,0.157
5414,2022-12-12 08:45:15.819,keyboard ,k,k,semicolemakdh,71,words,10,english 5k,null,0.508
5415,2022-12-12 08:45:16.109,keyboard ,e,e,semicolemakdh,71,words,10,english 5k,null,0.29
5416,2022-12-12 08:45:16.403,keyboard ,y,y,semicolemakdh,71,words,10,english 5k,null,0.294
5417,2022-12-12 08:45:17.199,keyboard ,p,b,semicolemakdh,71,words,10,english 5k,null,0.796
5418,2022-12-12 08:45:17.724,keyboard ,b,b,semicolemakdh,71,words,10,english 5k,null,0.525
5419,2022-12-12 08:45:18.061,keyboard ,o,o,semicolemakdh,71,words,10,english 5k,null,0.337
5420,2022-12-12 08:45:18.409,keyboard ,a,a,semicolemakdh,71,words,10,english 5k,null,0.348
5421,2022-12-12 08:45:19.230,keyboard ,r,r,semicolemakdh,71,words,10,english 5k,null,0.821
5422,2022-12-12 08:45:19.804,keyboard ,d,d,semicolemakdh,71,words,10,english 5k,null,0.574
5423,2022-12-12 08:45:19.923,keyboard , , ,semicolemakdh,71,words,10,english 5k,null,0.119
5424,2022-12-12 08:45:20.336,nobody ,n,n,semicolemakdh,71,words,10,english 5k,null,0.413
5425,2022-12-12 08:45:20.414,nobody ,o,o,semicolemakdh,71,words,10,english 5k,null,0.078
5426,2022-12-12 08:45:21.423,nobody ,b,b,semicolemakdh,71,words,10,english 5k,null,1.009
5427,2022-12-12 08:45:21.523,nobody ,o,o,semicolemakdh,71,words,10,english 5k,null,0.1
5428,2022-12-12 08:45:22.805,nobody ,d,d,semicolemakdh,71,words,10,english 5k,null,1.282
5429,2022-12-12 08:45:23.073,nobody ,y,y,semicolemakdh,71,words,10,english 5k,null,0.268
5430,2022-12-12 08:45:23.254,nobody , , ,semicolemakdh,71,words,10,english 5k,null,0.181
5431,2022-12-12 08:45:23.751,provide ,p,p,semicolemakdh,71,words,10,english 5k,null,0.497
5432,2022-12-12 08:45:23.990,provide ,o,r,semicolemakdh,71,words,10,english 5k,null,0.239
5433,2022-12-12 08:45:24.214,provide ,v,r,semicolemakdh,71,words,10,english 5k,null,0.224
5434,2022-12-12 08:45:24.876,provide ,r,r,semicolemakdh,71,words,10,english 5k,null,0.662
5435,2022-12-12 08:45:25.044,provide ,o,o,semicolemakdh,71,words,10,english 5k,null,0.168
5436,2022-12-12 08:45:25.189,provide ,v,v,semicolemakdh,71,words,10,english 5k,null,0.145
5437,2022-12-12 08:45:25.444,provide ,i,i,semicolemakdh,71,words,10,english 5k,null,0.255
5438,2022-12-12 08:45:25.812,provide ,d,d,semicolemakdh,71,words,10,english 5k,null,0.368
5439,2022-12-12 08:45:25.990,provide ,e,e,semicolemakdh,71,words,10,english 5k,null,0.178
5440,2022-12-12 08:45:26.150,provide , , ,semicolemakdh,71,words,10,english 5k,null,0.16
5441,2022-12-12 08:45:26.380,wipe ,w,w,semicolemakdh,71,words,10,english 5k,null,0.23
5442,2022-12-12 08:45:26.993,wipe ,i,i,semicolemakdh,71,words,10,english 5k,null,0.613
5443,2022-12-12 08:45:27.914,wipe ,p,p,semicolemakdh,71,words,10,english 5k,null,0.921
5444,2022-12-12 08:45:28.260,wipe ,e,e,semicolemakdh,71,words,10,english 5k,null,0.346
5445,2022-12-12 08:45:28.457,wipe , , ,semicolemakdh,71,words,10,english 5k,null,0.197
5446,2022-12-12 08:45:28.798,export ,e,e,semicolemakdh,71,words,10,english 5k,null,0.341
5447,2022-12-12 08:45:29.259,export ,c,x,semicolemakdh,71,words,10,english 5k,null,0.461
5448,2022-12-12 08:45:29.277,export ,x,x,semicolemakdh,71,words,10,english 5k,null,0.018
5449,2022-12-12 08:45:30.240,export ,p,p,semicolemakdh,71,words,10,english 5k,null,0.963
5450,2022-12-12 08:45:30.372,export ,o,o,semicolemakdh,71,words,10,english 5k,null,0.132
5451,2022-12-12 08:45:30.627,export ,r,r,semicolemakdh,71,words,10,english 5k,null,0.255
5452,2022-12-12 08:45:30.883,export ,t,t,semicolemakdh,71,words,10,english 5k,null,0.256
5453,2022-12-12 08:45:31.037,export , , ,semicolemakdh,71,words,10,english 5k,null,0.154
5454,2022-12-12 08:45:31.316,consistent ,c,c,semicolemakdh,71,words,10,english 5k,null,0.279
5455,2022-12-12 08:45:31.429,consistent ,o,o,semicolemakdh,71,words,10,english 5k,null,0.113
5456,2022-12-12 08:45:31.671,consistent ,e,n,semicolemakdh,71,words,10,english 5k,null,0.242
5457,2022-12-12 08:45:31.785,consistent ,s,n,semicolemakdh,71,words,10,english 5k,null,0.114
5458,2022-12-12 08:45:32.716,consistent ,n,n,semicolemakdh,71,words,10,english 5k,null,0.931
5459,2022-12-12 08:45:32.812,consistent ,s,s,semicolemakdh,71,words,10,english 5k,null,0.096
5460,2022-12-12 08:45:32.948,consistent ,i,i,semicolemakdh,71,words,10,english 5k,null,0.136
5461,2022-12-12 08:45:33.380,consistent ,s,s,semicolemakdh,71,words,10,english 5k,null,0.432
5462,2022-12-12 08:45:33.637,consistent ,t,t,semicolemakdh,71,words,10,english 5k,null,0.257
5463,2022-12-12 08:45:33.772,consistent ,e,e,semicolemakdh,71,words,10,english 5k,null,0.135
5464,2022-12-12 08:45:33.885,consistent ,n,n,semicolemakdh,71,words,10,english 5k,null,0.113
5465,2022-12-12 08:45:34.030,consistent ,t,t,semicolemakdh,71,words,10,english 5k,null,0.145
5466,2022-12-12 08:45:34.175,consistent , , ,semicolemakdh,71,words,10,english 5k,null,0.145
5467,2022-12-12 08:45:34.593,electronic,e,e,semicolemakdh,71,words,10,english 5k,null,0.418
5468,2022-12-12 08:45:34.804,electronic,l,l,semicolemakdh,71,words,10,english 5k,null,0.211
5469,2022-12-12 08:45:35.022,electronic,e,e,semicolemakdh,71,words,10,english 5k,null,0.218
5470,2022-12-12 08:45:35.300,electronic,r,c,semicolemakdh,71,words,10,english 5k,null,0.278
5471,2022-12-12 08:45:35.549,electronic,d,c,semicolemakdh,71,words,10,english 5k,null,0.249
5472,2022-12-12 08:45:36.160,electronic,c,c,semicolemakdh,71,words,10,english 5k,null,0.611
5473,2022-12-12 08:45:36.414,electronic,t,t,semicolemakdh,71,words,10,english 5k,null,0.254
5474,2022-12-12 08:45:36.985,electronic,r,r,semicolemakdh,71,words,10,english 5k,null,0.571
5475,2022-12-12 08:45:37.134,electronic,o,o,semicolemakdh,71,words,10,english 5k,null,0.149
5476,2022-12-12 08:45:37.310,electronic,n,n,semicolemakdh,71,words,10,english 5k,null,0.176
5477,2022-12-12 08:45:37.550,electronic,i,i,semicolemakdh,71,words,10,english 5k,null,0.24
5478,2022-12-12 08:45:37.812,electronic,c,c,semicolemakdh,71,words,10,english 5k,null,0.262
5479,2022-12-12 08:45:40.537,tolerate ,b,t,semicolemakdh,72,words,10,english 5k,null,2.725
5480,2022-12-12 08:45:40.622,tolerate ,o,t,semicolemakdh,72,words,10,english 5k,null,0.085
5481,2022-12-12 08:45:41.518,tolerate ,t,t,semicolemakdh,72,words,10,english 5k,null,0.896
5482,2022-12-12 08:45:41.682,tolerate ,o,o,semicolemakdh,72,words,10,english 5k,null,0.164
5483,2022-12-12 08:45:41.853,tolerate ,l,l,semicolemakdh,72,words,10,english 5k,null,0.171
5484,2022-12-12 08:45:42.063,tolerate ,e,e,semicolemakdh,72,words,10,english 5k,null,0.21
5485,2022-12-12 08:45:42.278,tolerate ,r,r,semicolemakdh,72,words,10,english 5k,null,0.215
5486,2022-12-12 08:45:42.436,tolerate ,a,a,semicolemakdh,72,words,10,english 5k,null,0.158
5487,2022-12-12 08:45:42.572,tolerate ,t,t,semicolemakdh,72,words,10,english 5k,null,0.136
5488,2022-12-12 08:45:42.772,tolerate ,e,e,semicolemakdh,72,words,10,english 5k,null,0.2
5489,2022-12-12 08:45:43.231,tolerate , , ,semicolemakdh,72,words,10,english 5k,null,0.459
5490,2022-12-12 08:45:43.765,gradually ,g,g,semicolemakdh,72,words,10,english 5k,null,0.534
5491,2022-12-12 08:45:44.156,gradually ,r,r,semicolemakdh,72,words,10,english 5k,null,0.391
5492,2022-12-12 08:45:44.414,gradually ,a,a,semicolemakdh,72,words,10,english 5k,null,0.258
5493,2022-12-12 08:45:45.199,gradually ,d,d,semicolemakdh,72,words,10,english 5k,null,0.785
5494,2022-12-12 08:45:45.316,gradually ,u,u,semicolemakdh,72,words,10,english 5k,null,0.117
5495,2022-12-12 08:45:45.604,gradually ,a,a,semicolemakdh,72,words,10,english 5k,null,0.288
5496,2022-12-12 08:45:45.822,gradually ,i,l,semicolemakdh,72,words,10,english 5k,null,0.218
5497,2022-12-12 08:45:46.591,gradually ,l,l,semicolemakdh,72,words,10,english 5k,null,0.769
5498,2022-12-12 08:45:46.877,gradually ,l,l,semicolemakdh,72,words,10,english 5k,null,0.286
5499,2022-12-12 08:45:47.055,gradually ,y,y,semicolemakdh,72,words,10,english 5k,null,0.178
5500,2022-12-12 08:45:47.329,gradually , , ,semicolemakdh,72,words,10,english 5k,null,0.274
5501,2022-12-12 08:45:47.565,honesty ,n,h,semicolemakdh,72,words,10,english 5k,null,0.236
5502,2022-12-12 08:45:47.583,honesty ,h,h,semicolemakdh,72,words,10,english 5k,null,0.018
5503,2022-12-12 08:45:47.781,honesty ,o,o,semicolemakdh,72,words,10,english 5k,null,0.198
5504,2022-12-12 08:45:48.621,honesty ,o,n,semicolemakdh,72,words,10,english 5k,null,0.84
5505,2022-12-12 08:45:48.774,honesty ,n,n,semicolemakdh,72,words,10,english 5k,null,0.153
5506,2022-12-12 08:45:49.150,honesty ,e,e,semicolemakdh,72,words,10,english 5k,null,0.376
5507,2022-12-12 08:45:49.278,honesty ,s,s,semicolemakdh,72,words,10,english 5k,null,0.128
5508,2022-12-12 08:45:49.806,honesty ,t,t,semicolemakdh,72,words,10,english 5k,null,0.528
5509,2022-12-12 08:45:50.169,honesty ,y,y,semicolemakdh,72,words,10,english 5k,null,0.363
5510,2022-12-12 08:45:50.388,honesty , , ,semicolemakdh,72,words,10,english 5k,null,0.219
5511,2022-12-12 08:45:50.680,mining ,m,m,semicolemakdh,72,words,10,english 5k,null,0.292
5512,2022-12-12 08:45:50.949,mining ,i,i,semicolemakdh,72,words,10,english 5k,null,0.269
5513,2022-12-12 08:45:51.066,mining ,n,n,semicolemakdh,72,words,10,english 5k,null,0.117
5514,2022-12-12 08:45:51.247,mining ,i,i,semicolemakdh,72,words,10,english 5k,null,0.181
5515,2022-12-12 08:45:51.669,mining ,m,n,semicolemakdh,72,words,10,english 5k,null,0.422
5516,2022-12-12 08:45:51.848,mining ,g,n,semicolemakdh,72,words,10,english 5k,null,0.179
5517,2022-12-12 08:45:51.942,mining , ,n,semicolemakdh,72,words,10,english 5k,null,0.094
5518,2022-12-12 08:45:52.921,distinction ,d,d,semicolemakdh,72,words,10,english 5k,null,0.979
5519,2022-12-12 08:45:53.054,distinction ,i,i,semicolemakdh,72,words,10,english 5k,null,0.133
5520,2022-12-12 08:45:53.158,distinction ,s,s,semicolemakdh,72,words,10,english 5k,null,0.104
5521,2022-12-12 08:45:53.588,distinction ,t,t,semicolemakdh,72,words,10,english 5k,null,0.43
5522,2022-12-12 08:45:53.685,distinction ,i,i,semicolemakdh,72,words,10,english 5k,null,0.097
5523,2022-12-12 08:45:53.880,distinction ,n,n,semicolemakdh,72,words,10,english 5k,null,0.195
5524,2022-12-12 08:45:54.487,distinction ,c,c,semicolemakdh,72,words,10,english 5k,null,0.607
5525,2022-12-12 08:45:54.717,distinction ,t,t,semicolemakdh,72,words,10,english 5k,null,0.23
5526,2022-12-12 08:45:55.173,distinction ,i,i,semicolemakdh,72,words,10,english 5k,null,0.456
5527,2022-12-12 08:45:55.388,distinction ,o,o,semicolemakdh,72,words,10,english 5k,null,0.215
5528,2022-12-12 08:45:55.582,distinction ,n,n,semicolemakdh,72,words,10,english 5k,null,0.194
5529,2022-12-12 08:45:55.757,distinction , , ,semicolemakdh,72,words,10,english 5k,null,0.175
5530,2022-12-12 08:45:56.171,shatter ,s,s,semicolemakdh,72,words,10,english 5k,null,0.414
5531,2022-12-12 08:45:56.288,shatter ,h,h,semicolemakdh,72,words,10,english 5k,null,0.117
5532,2022-12-12 08:45:56.558,shatter ,a,a,semicolemakdh,72,words,10,english 5k,null,0.27
5533,2022-12-12 08:45:56.679,shatter ,t,t,semicolemakdh,72,words,10,english 5k,null,0.121
5534,2022-12-12 08:45:56.895,shatter ,t,t,semicolemakdh,72,words,10,english 5k,null,0.216
5535,2022-12-12 08:45:57.150,shatter ,e,e,semicolemakdh,72,words,10,english 5k,null,0.255
5536,2022-12-12 08:45:57.385,shatter ,r,r,semicolemakdh,72,words,10,english 5k,null,0.235
5537,2022-12-12 08:45:57.521,shatter , , ,semicolemakdh,72,words,10,english 5k,null,0.136
5538,2022-12-12 08:45:57.989,below ,b,b,semicolemakdh,72,words,10,english 5k,null,0.468
5539,2022-12-12 08:45:58.319,below ,e,e,semicolemakdh,72,words,10,english 5k,null,0.33
5540,2022-12-12 08:45:58.455,below ,w,l,semicolemakdh,72,words,10,english 5k,null,0.136
5541,2022-12-12 08:45:59.357,below ,l,l,semicolemakdh,72,words,10,english 5k,null,0.902
5542,2022-12-12 08:45:59.494,below ,o,o,semicolemakdh,72,words,10,english 5k,null,0.137
5543,2022-12-12 08:45:59.604,below ,w,w,semicolemakdh,72,words,10,english 5k,null,0.11
5544,2022-12-12 08:45:59.752,below , , ,semicolemakdh,72,words,10,english 5k,null,0.148
5545,2022-12-12 08:46:00.156,predictable ,p,p,semicolemakdh,72,words,10,english 5k,null,0.404
5546,2022-12-12 08:46:00.509,predictable ,e,r,semicolemakdh,72,words,10,english 5k,null,0.353
5547,2022-12-12 08:46:01.230,predictable ,r,r,semicolemakdh,72,words,10,english 5k,null,0.721
5548,2022-12-12 08:46:01.373,predictable ,e,e,semicolemakdh,72,words,10,english 5k,null,0.143
5549,2022-12-12 08:46:01.877,predictable ,d,d,semicolemakdh,72,words,10,english 5k,null,0.504
5550,2022-12-12 08:46:02.125,predictable ,i,i,semicolemakdh,72,words,10,english 5k,null,0.248
5551,2022-12-12 08:46:02.521,predictable ,c,c,semicolemakdh,72,words,10,english 5k,null,0.396
5552,2022-12-12 08:46:02.757,predictable ,t,t,semicolemakdh,72,words,10,english 5k,null,0.236
5553,2022-12-12 08:46:03.014,predictable ,a,a,semicolemakdh,72,words,10,english 5k,null,0.257
5554,2022-12-12 08:46:03.356,predictable ,b,b,semicolemakdh,72,words,10,english 5k,null,0.342
5555,2022-12-12 08:46:03.640,predictable ,l,l,semicolemakdh,72,words,10,english 5k,null,0.284
5556,2022-12-12 08:46:03.792,predictable ,e,e,semicolemakdh,72,words,10,english 5k,null,0.152
5557,2022-12-12 08:46:03.991,predictable , , ,semicolemakdh,72,words,10,english 5k,null,0.199
5558,2022-12-12 08:46:04.142,saving ,s,s,semicolemakdh,72,words,10,english 5k,null,0.151
5559,2022-12-12 08:46:04.374,saving ,a,a,semicolemakdh,72,words,10,english 5k,null,0.232
5560,2022-12-12 08:46:04.492,saving ,v,v,semicolemakdh,72,words,10,english 5k,null,0.118
5561,2022-12-12 08:46:04.829,saving ,i,i,semicolemakdh,72,words,10,english 5k,null,0.337
5562,2022-12-12 08:46:05.028,saving ,n,n,semicolemakdh,72,words,10,english 5k,null,0.199
5563,2022-12-12 08:46:05.261,saving ,g,g,semicolemakdh,72,words,10,english 5k,null,0.233
5564,2022-12-12 08:46:05.413,saving , , ,semicolemakdh,72,words,10,english 5k,null,0.152
5565,2022-12-12 08:46:05.673,sovereignty,s,s,semicolemakdh,72,words,10,english 5k,null,0.26
5566,2022-12-12 08:46:06.178,sovereignty,o,o,semicolemakdh,72,words,10,english 5k,null,0.505
5567,2022-12-12 08:46:06.412,sovereignty,v,v,semicolemakdh,72,words,10,english 5k,null,0.234
5568,2022-12-12 08:46:06.944,sovereignty,e,e,semicolemakdh,72,words,10,english 5k,null,0.532
5569,2022-12-12 08:46:07.144,sovereignty,r,r,semicolemakdh,72,words,10,english 5k,null,0.2
5570,2022-12-12 08:46:07.661,sovereignty,e,e,semicolemakdh,72,words,10,english 5k,null,0.517
5571,2022-12-12 08:46:07.962,sovereignty,i,i,semicolemakdh,72,words,10,english 5k,null,0.301
5572,2022-12-12 08:46:08.094,sovereignty,g,g,semicolemakdh,72,words,10,english 5k,null,0.132
5573,2022-12-12 08:46:09.100,sovereignty,n,n,semicolemakdh,72,words,10,english 5k,null,1.006
5574,2022-12-12 08:46:09.469,sovereignty,t,t,semicolemakdh,72,words,10,english 5k,null,0.369
5575,2022-12-12 08:46:09.624,sovereignty,y,y,semicolemakdh,72,words,10,english 5k,null,0.155
5576,2022-12-12 08:46:16.358,unfortunately ,u,u,semicolemakdh,73,words,10,english 5k,null,6.734
5577,2022-12-12 08:46:16.404,unfortunately ,t,n,semicolemakdh,73,words,10,english 5k,null,0.046
5578,2022-12-12 08:46:17.521,unfortunately ,n,n,semicolemakdh,73,words,10,english 5k,null,1.117
5579,2022-12-12 08:46:17.853,unfortunately ,f,f,semicolemakdh,73,words,10,english 5k,null,0.332
5580,2022-12-12 08:46:17.990,unfortunately ,o,o,semicolemakdh,73,words,10,english 5k,null,0.137
5581,2022-12-12 08:46:18.400,unfortunately ,r,r,semicolemakdh,73,words,10,english 5k,null,0.41
5582,2022-12-12 08:46:18.497,unfortunately ,t,t,semicolemakdh,73,words,10,english 5k,null,0.097
5583,2022-12-12 08:46:18.886,unfortunately ,u,u,semicolemakdh,73,words,10,english 5k,null,0.389
5584,2022-12-12 08:46:19.237,unfortunately ,n,n,semicolemakdh,73,words,10,english 5k,null,0.351
5585,2022-12-12 08:46:19.552,unfortunately ,a,a,semicolemakdh,73,words,10,english 5k,null,0.315
5586,2022-12-12 08:46:19.806,unfortunately ,t,t,semicolemakdh,73,words,10,english 5k,null,0.254
5587,2022-12-12 08:46:20.079,unfortunately ,e,e,semicolemakdh,73,words,10,english 5k,null,0.273
5588,2022-12-12 08:46:20.294,unfortunately ,l,l,semicolemakdh,73,words,10,english 5k,null,0.215
5589,2022-12-12 08:46:20.416,unfortunately ,y,y,semicolemakdh,73,words,10,english 5k,null,0.122
5590,2022-12-12 08:46:20.647,unfortunately , , ,semicolemakdh,73,words,10,english 5k,null,0.231
5591,2022-12-12 08:46:20.919,testify ,t,t,semicolemakdh,73,words,10,english 5k,null,0.272
5592,2022-12-12 08:46:21.038,testify ,e,e,semicolemakdh,73,words,10,english 5k,null,0.119
5593,2022-12-12 08:46:21.230,testify ,s,s,semicolemakdh,73,words,10,english 5k,null,0.192
5594,2022-12-12 08:46:21.640,testify ,t,t,semicolemakdh,73,words,10,english 5k,null,0.41
5595,2022-12-12 08:46:21.822,testify ,i,i,semicolemakdh,73,words,10,english 5k,null,0.182
5596,2022-12-12 08:46:22.292,testify ,f,f,semicolemakdh,73,words,10,english 5k,null,0.47
5597,2022-12-12 08:46:22.506,testify ,y,y,semicolemakdh,73,words,10,english 5k,null,0.214
5598,2022-12-12 08:46:22.694,testify , , ,semicolemakdh,73,words,10,english 5k,null,0.188
5599,2022-12-12 08:46:23.141,advantage ,a,a,semicolemakdh,73,words,10,english 5k,null,0.447
5600,2022-12-12 08:46:23.439,advantage ,c,d,semicolemakdh,73,words,10,english 5k,null,0.298
5601,2022-12-12 08:46:23.710,advantage ,d,d,semicolemakdh,73,words,10,english 5k,null,0.271
5602,2022-12-12 08:46:24.709,advantage ,d,v,semicolemakdh,73,words,10,english 5k,null,0.999
5603,2022-12-12 08:46:26.726,advantage ,v,v,semicolemakdh,73,words,10,english 5k,null,2.017
5604,2022-12-12 08:46:27.059,advantage ,a,a,semicolemakdh,73,words,10,english 5k,null,0.333
5605,2022-12-12 08:46:27.295,advantage ,n,n,semicolemakdh,73,words,10,english 5k,null,0.236
5606,2022-12-12 08:46:27.488,advantage ,t,t,semicolemakdh,73,words,10,english 5k,null,0.193
5607,2022-12-12 08:46:27.585,advantage ,a,a,semicolemakdh,73,words,10,english 5k,null,0.097
5608,2022-12-12 08:46:28.191,advantage ,g,g,semicolemakdh,73,words,10,english 5k,null,0.606
5609,2022-12-12 08:46:28.271,advantage ,e,e,semicolemakdh,73,words,10,english 5k,null,0.08
5610,2022-12-12 08:46:28.507,advantage , , ,semicolemakdh,73,words,10,english 5k,null,0.236
5611,2022-12-12 08:46:28.855,highly ,h,h,semicolemakdh,73,words,10,english 5k,null,0.348
5612,2022-12-12 08:46:28.896,highly ,i,i,semicolemakdh,73,words,10,english 5k,null,0.041
5613,2022-12-12 08:46:29.327,highly ,g,g,semicolemakdh,73,words,10,english 5k,null,0.431
5614,2022-12-12 08:46:29.927,highly ,h,h,semicolemakdh,73,words,10,english 5k,null,0.6
5615,2022-12-12 08:46:30.381,highly ,l,l,semicolemakdh,73,words,10,english 5k,null,0.454
5616,2022-12-12 08:46:30.478,highly ,y,y,semicolemakdh,73,words,10,english 5k,null,0.097
5617,2022-12-12 08:46:30.711,highly , , ,semicolemakdh,73,words,10,english 5k,null,0.233
5618,2022-12-12 08:46:30.951,disposal ,c,d,semicolemakdh,73,words,10,english 5k,null,0.24
5619,2022-12-12 08:46:31.695,disposal ,d,d,semicolemakdh,73,words,10,english 5k,null,0.744
5620,2022-12-12 08:46:31.896,disposal ,i,i,semicolemakdh,73,words,10,english 5k,null,0.201
5621,2022-12-12 08:46:32.009,disposal ,s,s,semicolemakdh,73,words,10,english 5k,null,0.113
5622,2022-12-12 08:46:32.575,disposal ,p,p,semicolemakdh,73,words,10,english 5k,null,0.566
5623,2022-12-12 08:46:32.711,disposal ,o,o,semicolemakdh,73,words,10,english 5k,null,0.136
5624,2022-12-12 08:46:32.823,disposal ,s,s,semicolemakdh,73,words,10,english 5k,null,0.112
5625,2022-12-12 08:46:33.118,disposal ,a,a,semicolemakdh,73,words,10,english 5k,null,0.295
5626,2022-12-12 08:46:33.281,disposal ,l,l,semicolemakdh,73,words,10,english 5k,null,0.163
