,activeWord,lastChar,acc
2064,state ,t,0.16666666666666674
2065,state ,e,0.16666666666666674
2066,state , ,0.16666666666666674
2067,before ,b,0.4285714285714286
2068,before ,e,0.4285714285714286
2069,before ,t,0.4285714285714286
2070,before ,o,0.4285714285714286
2071,before ,f,0.4285714285714286
2072,before ,f,0.4285714285714286
2073,before ,o,0.4285714285714286
2074,before ,r,0.4285714285714286
2075,before ,e,0.4285714285714286
2076,before , ,0.4285714285714286
2077,can ,c,0.0
2078,can ,a,0.0
2079,can ,n,0.0
2080,can , ,0.0
2081,then ,t,0.0
2082,then ,h,0.0
2083,then ,e,0.0
2084,then ,n,0.0
2085,then , ,0.0
2086,present ,p,0.625
2087,present ,e,0.625
2088,present ,s,0.625
2089,present ,e,0.625
2090,present ,r,0.625
2091,present ,e,0.625
2092,present ,s,0.625
2093,present ,n,0.625
2094,present ,e,0.625
2095,present ,e,0.625
2096,present ,n,0.625
2097,present ,t,0.625
2098,present , ,0.625
2099,up ,f,0.6666666666666667
2100,up ,u,0.6666666666666667
2101,up ,u,0.6666666666666667
2102,up ,p,0.6666666666666667
2103,up , ,0.6666666666666667
2104,problem ,p,0.25
2105,problem ,o,0.25
2106,problem ,r,0.25
2107,problem ,o,0.25
2108,problem ,p,0.25
2109,problem ,b,0.25
2110,problem ,l,0.25
2111,problem ,e,0.25
2112,problem ,m,0.25
2113,problem , ,0.25
2114,line ,i,0.19999999999999996
2115,line ,l,0.19999999999999996
2116,line ,i,0.19999999999999996
2117,line ,n,0.19999999999999996
2118,line ,e,0.19999999999999996
2119,line , ,0.19999999999999996
2120,group ,g,0.0
2121,group ,r,0.0
2122,group ,o,0.0
2123,group ,u,0.0
2124,group ,p,0.0
2125,group , ,0.0
2126,write ,w,0.0
2127,write ,r,0.0
2128,write ,i,0.0
2129,write ,t,0.0
2130,write ,e,0.0
2131,write , ,0.0
2132,interest ,i,0.0
2133,interest ,n,0.0
2134,interest ,t,0.0
2135,interest ,e,0.0
2136,interest ,r,0.0
2137,interest ,e,0.0
2138,interest ,s,0.0
2139,interest ,t,0.0
2140,interest , ,0.0
2141,course ,c,0.0
2142,course ,o,0.0
2143,course ,u,0.0
2144,course ,r,0.0
2145,course ,s,0.0
2146,course ,e,0.0
2147,course , ,0.0
2148,play ,p,0.0
2149,play ,l,0.0
2150,play ,a,0.0
2151,play ,y,0.0
2152,play , ,0.0
2153,little ,l,0.0
2154,little ,i,0.0
2155,little ,t,0.0
2156,little ,t,0.0
2157,little ,l,0.0
2158,little ,e,0.0
2159,little , ,0.0
2160,turn ,t,0.0
2161,turn ,u,0.0
2162,turn ,r,0.0
2163,turn ,n,0.0
2164,turn , ,0.0
2165,move ,m,0.0
2166,move ,o,0.0
2167,move ,v,0.0
2168,move ,e,0.0
2169,move , ,0.0
2170,by ,b,0.0
2171,by ,y,0.0
2172,by , ,0.0
2173,do ,d,0.0
2174,do ,o,0.0
2175,do , ,0.0
2176,early,e,0.19999999999999996
2177,early,r,0.19999999999999996
2178,early,a,0.19999999999999996
2179,early,r,0.19999999999999996
2180,early,l,0.19999999999999996
2181,early,y,0.19999999999999996
2182,need ,n,0.0
2183,need ,e,0.0
2184,need ,e,0.0
2185,need ,d,0.0
2186,need , ,0.0
2187,between ,b,0.0
2188,between ,e,0.0
2189,between ,t,0.0
2190,between ,w,0.0
2191,between ,e,0.0
2192,between ,e,0.0
2193,between ,n,0.0
2194,between , ,0.0
2195,another ,a,0.0
2196,another ,n,0.0
2197,another ,o,0.0
2198,another ,t,0.0
2199,another ,h,0.0
2200,another ,e,0.0
2201,another ,r,0.0
2202,another , ,0.0
2203,over ,o,0.0
2204,over ,v,0.0
2205,over ,e,0.0
2206,over ,r,0.0
2207,over , ,0.0
2208,even ,r,0.8
2209,even ,e,0.8
2210,even ,e,0.8
2211,even ,v,0.8
2212,even ,n,0.8
2213,even ,e,0.8
2214,even ,e,0.8
2215,even ,n,0.8
2216,even , ,0.8
2217,what ,w,0.0
2218,what ,h,0.0
2219,what ,a,0.0
2220,what ,t,0.0
2221,what , ,0.0
2222,last ,l,0.0
2223,last ,a,0.0
2224,last ,s,0.0
2225,last ,t,0.0
2226,last , ,0.0
2227,out ,o,0.0
2228,out ,u,0.0
2229,out ,t,0.0
2230,out , ,0.0
2231,well ,w,0.0
2232,well ,e,0.0
2233,well ,l,0.0
2234,well ,l,0.0
2235,well , ,0.0
2236,call ,c,0.0
2237,call ,a,0.0
2238,call ,l,0.0
2239,call ,l,0.0
2240,call , ,0.0
2241,develop ,v,0.375
2242,develop ,e,0.375
2243,develop ,d,0.375
2244,develop ,e,0.375
2245,develop ,r,0.375
2246,develop ,v,0.375
2247,develop ,e,0.375
2248,develop ,l,0.375
2249,develop ,o,0.375
2250,develop ,p,0.375
2251,develop , ,0.375
2252,face ,f,0.0
2253,face ,a,0.0
2254,face ,d,0.0
2255,face ,e,0.0
2256,face , ,0.0
2257,on ,o,0.0
2258,on ,n,0.0
2259,on , ,0.0
2260,over ,o,0.0
2261,over ,v,0.0
2262,over ,e,0.0
2263,over ,r,0.0
2264,over , ,0.0
2265,as ,a,0.0
2266,as ,s,0.0
2267,as , ,0.0
2268,long ,l,0.0
2269,long ,o,0.0
2270,long ,n,0.0
2271,long ,g,0.0
2272,long , ,0.0
2273,many ,m,0.0
2274,many ,a,0.0
2275,many ,n,0.0
2276,many ,y,0.0
2277,many , ,0.0
2278,after ,a,0.0
2279,after ,f,0.0
2280,after ,t,0.0
2281,after ,e,0.0
2282,after ,r,0.0
2283,after , ,0.0
2284,order ,o,0.0
2285,order ,r,0.0
2286,order ,d,0.0
2287,order ,e,0.0
2288,order ,r,0.0
2289,order , ,0.0
2290,face ,f,0.0
2291,face ,a,0.0
2292,face ,c,0.0
2293,face ,e,0.0
2294,face , ,0.0
2295,develop ,v,0.25
2296,develop ,d,0.25
2297,develop ,e,0.25
2298,develop ,v,0.25
2299,develop ,e,0.25
2300,develop ,l,0.25
2301,develop ,y,0.25
2302,develop ,o,0.25
2303,develop ,p,0.25
2304,develop , ,0.25
2305,move ,m,0.0
2306,move ,o,0.0
2307,move ,v,0.0
2308,move ,e,0.0
2309,move , ,0.0
2310,part ,p,0.0
2311,part ,a,0.0
2312,part ,r,0.0
2313,part ,t,0.0
2314,part , ,0.0
2315,more ,m,0.0
2316,more ,o,0.0
2317,more ,r,0.0
2318,more ,e,0.0
2319,more , ,0.0
2320,any ,a,0.0
2321,any ,n,0.0
2322,any ,y,0.0
2323,any , ,0.0
2324,both ,b,0.0
2325,both ,o,0.0
2326,both ,t,0.0
2327,both ,h,0.0
2328,both , ,0.0
2329,still ,s,0.0
2330,still ,t,0.0
2331,still ,i,0.0
2332,still ,l,0.0
2333,still ,l,0.0
2334,still , ,0.0
2335,hold ,h,0.0
2336,hold ,o,0.0
2337,hold ,l,0.0
2338,hold ,d,0.0
2339,hold , ,0.0
2340,new ,n,0.0
2341,new ,o,0.0
2342,new ,w,0.0
2343,new , ,0.0
2344,say ,s,0.0
2345,say ,a,0.0
2346,say ,y,0.0
2347,say , ,0.0
2348,thing ,t,0.6666666666666667
2349,thing ,h,0.6666666666666667
2350,thing ,e,0.6666666666666667
2351,thing ,i,0.6666666666666667
2352,thing ,i,0.6666666666666667
2353,thing ,t,0.6666666666666667
2354,thing ,n,0.6666666666666667
2355,thing ,n,0.6666666666666667
2356,thing ,g,0.6666666666666667
2357,thing , ,0.6666666666666667
2358,get ,g,0.0
2359,get ,e,0.0
2360,get ,t,0.0
2361,get , ,0.0
2362,only ,o,0.0
2363,only ,n,0.0
2364,only ,l,0.0
2365,only ,y,0.0
2366,only , ,0.0
2367,over ,o,0.0
2368,over ,v,0.0
2369,over ,e,0.0
2370,over ,r,0.0
2371,over , ,0.0
2372,at ,a,0.0
2373,at ,t,0.0
2374,at , ,0.0
2375,will ,w,0.0
2376,will ,i,0.0
2377,will ,l,0.0
2378,will ,l,0.0
2379,will , ,0.0
2380,present ,p,0.125
2381,present ,e,0.125
2382,present ,r,0.125
2383,present ,e,0.125
2384,present ,s,0.125
2385,present ,e,0.125
2386,present ,n,0.125
2387,present ,t,0.125
2388,present , ,0.125
2389,or ,o,0.0
2390,or ,r,0.0
2391,or , ,0.0
2392,work ,w,0.3999999999999999
2393,work ,o,0.3999999999999999
2394,work ,d,0.3999999999999999
2395,work ,e,0.3999999999999999
2396,work ,r,0.3999999999999999
2397,work ,k,0.3999999999999999
2398,work , ,0.3999999999999999
2399,see ,s,0.0
2400,see ,e,0.0
2401,see ,e,0.0
2402,see , ,0.0
2403,on ,o,0.0
2404,on ,n,0.0
2405,on , ,0.0
2406,how ,h,0.0
2407,how ,o,0.0
2408,how ,w,0.0
2409,how , ,0.0
2410,think ,t,0.0
2411,think ,h,0.0
2412,think ,i,0.0
2413,think ,n,0.0
2414,think ,k,0.0
2415,think , ,0.0
2416,order ,o,0.0
2417,order ,r,0.0
2418,order ,d,0.0
2419,order ,e,0.0
2420,order ,r,0.0
2421,order , ,0.0
2422,good ,g,0.0
2423,good ,o,0.0
2424,good ,o,0.0
2425,good ,d,0.0
2426,good , ,0.0
2427,develop ,d,0.25
2428,develop ,e,0.25
2429,develop ,v,0.25
2430,develop ,g,0.25
2431,develop ,v,0.25
2432,develop ,e,0.25
2433,develop ,l,0.25
2434,develop ,o,0.25
2435,develop ,p,0.25
2436,develop , ,0.25
2437,interest ,i,0.0
2438,interest ,n,0.0
2439,interest ,t,0.0
2440,interest ,e,0.0
2441,interest ,r,0.0
2442,interest ,e,0.0
2443,interest ,s,0.0
2444,interest ,t,0.0
2445,interest , ,0.0
2446,you ,y,0.0
2447,you ,o,0.0
2448,you ,u,0.0
2449,you , ,0.0
2450,around ,s,0.1428571428571428
2451,around ,a,0.1428571428571428
2452,around ,r,0.1428571428571428
2453,around ,o,0.1428571428571428
2454,around ,u,0.1428571428571428
2455,around ,n,0.1428571428571428
2456,around ,t,0.1428571428571428
2457,around , ,0.1428571428571428
2458,well,w,0.0
2459,well,e,0.0
2460,well,l,0.0
2461,well,l,0.0
2462,feel ,f,0.0
2463,feel ,e,0.0
2464,feel ,e,0.0
2465,feel ,l,0.0
2466,feel , ,0.0
2467,she ,s,0.0
2468,she ,h,0.0
2469,she ,e,0.0
2470,she , ,0.0
2471,too ,t,0.0
2472,too ,o,0.0
2473,too ,o,0.0
2474,too , ,0.0
2475,both ,b,0.19999999999999996
2476,both ,o,0.19999999999999996
2477,both ,d,0.19999999999999996
2478,both ,t,0.19999999999999996
2479,both ,h,0.19999999999999996
2480,both , ,0.19999999999999996
2481,under ,u,0.16666666666666674
2482,under ,n,0.16666666666666674
2483,under ,d,0.16666666666666674
2484,under ,e,0.16666666666666674
2485,under ,s,0.16666666666666674
2486,under ,r,0.16666666666666674
2487,under , ,0.16666666666666674
2488,but ,p,0.5
2489,but ,b,0.5
2490,but ,b,0.5
2491,but ,u,0.5
2492,but ,t,0.5
2493,but , ,0.5
2494,use ,u,0.0
2495,use ,s,0.0
2496,use ,e,0.0
2497,use , ,0.0
2498,more ,m,0.0
2499,more ,o,0.0
2500,more ,r,0.0
2501,more ,e,0.0
2502,more , ,0.0
2503,set ,s,0.0
2504,set ,e,0.0
2505,set ,t,0.0
2506,set , ,0.0
2507,plan ,p,0.0
2508,plan ,l,0.0
2509,plan ,a,0.0
2510,plan ,n,0.0
2511,plan , ,0.0
2512,for ,f,0.0
2513,for ,o,0.0
2514,for ,r,0.0
2515,for , ,0.0
2516,mean ,m,0.0
2517,mean ,e,0.0
2518,mean ,a,0.0
2519,mean ,n,0.0
2520,mean , ,0.0
2521,end ,e,0.25
2522,end ,f,0.25
2523,end ,n,0.25
2524,end ,d,0.25
2525,end , ,0.25
2526,man ,m,0.0
2527,man ,a,0.0
2528,man ,n,0.0
2529,man , ,0.0
2530,say ,s,0.0
2531,say ,a,0.0
2532,say ,y,0.0
2533,say , ,0.0
2534,about ,a,0.0
2535,about ,b,0.0
2536,about ,o,0.0
2537,about ,u,0.0
2538,about ,t,0.0
2539,about , ,0.0
2540,would ,w,0.0
2541,would ,o,0.0
2542,would ,u,0.0
2543,would ,l,0.0
2544,would ,d,0.0
2545,would , ,0.0
2546,stand ,s,0.0
2547,stand ,t,0.0
2548,stand ,a,0.0
2549,stand ,n,0.0
2550,stand ,d,0.0
2551,stand , ,0.0
2552,point ,p,0.33333333333333326
2553,point ,o,0.33333333333333326
2554,point ,u,0.33333333333333326
2555,point ,n,0.33333333333333326
2556,point ,i,0.33333333333333326
2557,point ,n,0.33333333333333326
2558,point ,t,0.33333333333333326
2559,point , ,0.33333333333333326
2560,life ,l,0.19999999999999996
2561,life ,e,0.19999999999999996
2562,life ,i,0.19999999999999996
2563,life ,f,0.19999999999999996
2564,life ,e,0.19999999999999996
2565,life , ,0.19999999999999996
2566,must ,m,0.0
2567,must ,u,0.0
2568,must ,s,0.0
2569,must ,t,0.0
2570,must , ,0.0
2571,because ,b,0.0
2572,because ,e,0.0
2573,because ,c,0.0
2574,because ,a,0.0
2575,because ,u,0.0
2576,because ,s,0.0
2577,because ,e,0.0
2578,because , ,0.0
2579,how ,h,0.0
2580,how ,o,0.0
2581,how ,w,0.0
2582,how , ,0.0
2583,through ,t,0.375
2584,through ,h,0.375
2585,through ,f,0.375
2586,through ,r,0.375
2587,through ,o,0.375
2588,through ,u,0.375
2589,through ,t,0.375
2590,through ,n,0.375
2591,through ,g,0.375
2592,through ,h,0.375
2593,through , ,0.375
2594,like,l,0.0
2595,like,i,0.0
2596,like,k,0.0
2597,like,e,0.0
2598,must ,m,0.0
2599,must ,u,0.0
2600,must ,s,0.0
2601,must ,t,0.0
2602,must , ,0.0
2603,see ,s,0.0
2604,see ,e,0.0
2605,see ,e,0.0
2606,see , ,0.0
2607,we ,w,0.0
2608,we ,e,0.0
2609,we , ,0.0
2610,first ,f,0.0
2611,first ,i,0.0
2612,first ,r,0.0
2613,first ,s,0.0
2614,first ,t,0.0
2615,first , ,0.0
2616,do ,d,0.0
2617,do ,o,0.0
2618,do , ,0.0
2619,from ,t,0.8
2620,from ,r,0.8
2621,from ,f,0.8
2622,from ,o,0.8
2623,from ,f,0.8
2624,from ,r,0.8
2625,from ,o,0.8
2626,from ,m,0.8
2627,from , ,0.8
2628,see ,s,0.0
2629,see ,e,0.0
2630,see ,e,0.0
2631,see , ,0.0
2632,course ,c,0.0
2633,course ,o,0.0
2634,course ,u,0.0
2635,course ,r,0.0
2636,course ,s,0.0
2637,course ,e,0.0
2638,course , ,0.0
2639,few ,t,0.5
2640,few ,f,0.5
2641,few ,f,0.5
2642,few ,e,0.5
2643,few ,w,0.5
2644,few , ,0.5
2645,before ,b,0.4285714285714286
2646,before ,e,0.4285714285714286
2647,before ,r,0.4285714285714286
2648,before ,f,0.4285714285714286
2649,before ,r,0.4285714285714286
2650,before ,o,0.4285714285714286
2651,before ,o,0.4285714285714286
2652,before ,r,0.4285714285714286
2653,before ,e,0.4285714285714286
2654,before , ,0.4285714285714286
2655,under ,u,0.0
2656,under ,n,0.0
2657,under ,d,0.0
2658,under ,e,0.0
2659,under ,r,0.0
2660,under , ,0.0
2661,show ,s,0.0
2662,show ,h,0.0
2663,show ,o,0.0
2664,show ,w,0.0
2665,show , ,0.0
2666,high ,h,0.19999999999999996
2667,high ,i,0.19999999999999996
2668,high ,g,0.19999999999999996
2669,high ,n,0.19999999999999996
2670,high ,h,0.19999999999999996
2671,high , ,0.19999999999999996
2672,give ,g,0.0
2673,give ,i,0.0
2674,give ,v,0.0
2675,give ,e,0.0
2676,give , ,0.0
2677,there ,t,0.0
2678,there ,h,0.0
2679,there ,e,0.0
2680,there ,r,0.0
2681,there ,e,0.0
2682,there , ,0.0
2683,thing ,t,0.0
2684,thing ,h,0.0
2685,thing ,i,0.0
2686,thing ,n,0.0
2687,thing ,g,0.0
2688,thing , ,0.0
2689,give ,g,0.0
2690,give ,i,0.0
2691,give ,v,0.0
2692,give ,e,0.0
2693,give , ,0.0
2694,could ,c,0.0
2695,could ,o,0.0
2696,could ,u,0.0
2697,could ,l,0.0
2698,could ,d,0.0
2699,could , ,0.0
2700,few ,f,0.0
2701,few ,e,0.0
2702,few ,w,0.0
2703,few , ,0.0
2704,way ,w,0.0
2705,way ,a,0.0
2706,way ,y,0.0
2707,way , ,0.0
2708,into ,i,0.0
2709,into ,n,0.0
2710,into ,t,0.0
2711,into ,o,0.0
2712,into , ,0.0
2713,little ,l,0.0
2714,little ,i,0.0
2715,little ,t,0.0
2716,little ,t,0.0
2717,little ,l,0.0
2718,little ,e,0.0
2719,little , ,0.0
2720,one ,o,0.0
2721,one ,n,0.0
2722,one ,e,0.0
2723,one , ,0.0
2724,long ,l,0.0
2725,long ,o,0.0
2726,long ,n,0.0
2727,long ,g,0.0
2728,long , ,0.0
2729,will,w,0.0
2730,will,i,0.0
2731,will,l,0.0
2732,will,l,0.0
2733,at ,a,0.0
2734,at ,t,0.0
2735,at , ,0.0
2736,after ,a,0.0
2737,after ,f,0.0
2738,after ,t,0.0
2739,after ,e,0.0
2740,after ,r,0.0
2741,after , ,0.0
2742,such ,s,0.0
2743,such ,u,0.0
2744,such ,d,0.0
2745,such ,h,0.0
2746,such , ,0.0
2747,home ,h,0.19999999999999996
2748,home ,o,0.19999999999999996
2749,home ,m,0.19999999999999996
2750,home ,f,0.19999999999999996
2751,home ,e,0.19999999999999996
2752,home , ,0.19999999999999996
2753,point ,p,0.0
2754,point ,o,0.0
2755,point ,i,0.0
2756,point ,n,0.0
2757,point ,t,0.0
2758,point , ,0.0
2759,as ,a,0.0
2760,as ,s,0.0
2761,as , ,0.0
2762,too ,t,0.0
2763,too ,o,0.0
2764,too ,o,0.0
2765,too , ,0.0
2766,other ,a,0.5
2767,other ,o,0.5
2768,other ,t,0.5
2769,other ,o,0.5
2770,other ,t,0.5
2771,other ,h,0.5
2772,other ,e,0.5
2773,other ,r,0.5
2774,other , ,0.5
2775,group ,g,0.0
2776,group ,r,0.0
2777,group ,o,0.0
2778,group ,u,0.0
2779,group ,p,0.0
2780,group , ,0.0
2781,last ,l,0.0
2782,last ,a,0.0
2783,last ,s,0.0
2784,last ,t,0.0
2785,last , ,0.0
2786,you ,y,0.0
2787,you ,o,0.0
2788,you ,u,0.0
2789,you , ,0.0
2790,back ,b,0.0
2791,back ,a,0.0
2792,back ,c,0.0
2793,back ,e,0.0
2794,back , ,0.0
2795,we ,w,0.0
2796,we ,e,0.0
2797,we , ,0.0
2798,present ,p,0.125
2799,present ,e,0.125
2800,present ,r,0.125
2801,present ,e,0.125
2802,present ,s,0.125
2803,present ,e,0.125
2804,present ,n,0.125
2805,present ,t,0.125
2806,present , ,0.125
2807,how ,o,0.25
2808,how ,h,0.25
2809,how ,o,0.25
2810,how ,w,0.25
2811,how , ,0.25
2812,write ,w,0.0
2813,write ,r,0.0
2814,write ,i,0.0
2815,write ,t,0.0
2816,write ,e,0.0
2817,write , ,0.0
2818,house ,h,-0.16666666666666663
2819,house ,o,-0.16666666666666663
2820,house ,u,-0.16666666666666663
2821,house ,s,-0.16666666666666663
2822,house , ,-0.16666666666666663
2823,last ,l,0.0
2824,last ,a,0.0
2825,last ,s,0.0
2826,last ,t,0.0
2827,last , ,0.0
2828,about ,a,0.0
2829,about ,b,0.0
2830,about ,o,0.0
2831,about ,u,0.0
2832,about ,t,0.0
2833,about , ,0.0
2834,stand ,s,0.33333333333333326
2835,stand ,t,0.33333333333333326
2836,stand ,a,0.33333333333333326
2837,stand ,t,0.33333333333333326
2838,stand ,n,0.33333333333333326
2839,stand ,d,0.33333333333333326
2840,stand ,d,0.33333333333333326
2841,stand , ,0.33333333333333326
2842,seem ,s,0.0
2843,seem ,e,0.0
2844,seem ,e,0.0
2845,seem ,m,0.0
2846,seem , ,0.0
2847,now ,n,0.0
2848,now ,o,0.0
2849,now ,w,0.0
2850,now , ,0.0
2851,the ,t,0.0
2852,the ,h,0.0
2853,the ,e,0.0
2854,the , ,0.0
2855,and ,a,0.25
2856,and ,h,0.25
2857,and ,n,0.25
2858,and ,d,0.25
2859,and , ,0.25
2860,great,g,0.3999999999999999
2861,great,e,0.3999999999999999
2862,great,r,0.3999999999999999
2863,great,r,0.3999999999999999
2864,great,e,0.3999999999999999
2865,great,a,0.3999999999999999
2866,great,t,0.3999999999999999
2867,new ,n,0.0
2868,new ,o,0.0
2869,new ,w,0.0
2870,new , ,0.0
2871,first ,f,0.0
2872,first ,i,0.0
2873,first ,r,0.0
2874,first ,s,0.0
2875,first ,t,0.0
2876,first , ,0.0
2877,run ,f,0.0
2878,run ,u,0.0
2879,run ,n,0.0
2880,run , ,0.0
2881,those ,t,0.0
2882,those ,h,0.0
2883,those ,o,0.0
2884,those ,e,0.0
2885,those ,s,0.0
2886,those , ,0.0
2887,day ,d,0.0
2888,day ,a,0.0
2889,day ,y,0.0
2890,day , ,0.0
2891,interest ,i,0.0
2892,interest ,n,0.0
2893,interest ,t,0.0
2894,interest ,e,0.0
2895,interest ,r,0.0
2896,interest ,e,0.0
2897,interest ,s,0.0
2898,interest ,t,0.0
2899,interest , ,0.0
2900,set ,s,0.0
2901,set ,e,0.0
2902,set ,t,0.0
2903,set , ,0.0
2904,if ,i,0.0
2905,if ,f,0.0
2906,if , ,0.0
2907,here ,h,0.0
2908,here ,e,0.0
2909,here ,r,0.0
2910,here ,e,0.0
2911,here , ,0.0
2912,well ,w,0.0
2913,well ,e,0.0
2914,well ,l,0.0
2915,well ,l,0.0
2916,well , ,0.0
2917,lead ,l,0.0
2918,lead ,e,0.0
2919,lead ,a,0.0
2920,lead ,d,0.0
2921,lead , ,0.0
2922,increase ,i,0.22222222222222232
2923,increase ,n,0.22222222222222232
2924,increase ,c,0.22222222222222232
2925,increase ,e,0.22222222222222232
2926,increase ,r,0.22222222222222232
2927,increase ,r,0.22222222222222232
2928,increase ,e,0.22222222222222232
2929,increase ,a,0.22222222222222232
2930,increase ,s,0.22222222222222232
2931,increase ,e,0.22222222222222232
2932,increase , ,0.22222222222222232
2933,feel ,f,0.0
2934,feel ,e,0.0
2935,feel ,e,0.0
2936,feel ,l,0.0
2937,feel , ,0.0
2938,while ,w,0.0
2939,while ,h,0.0
2940,while ,i,0.0
2941,while ,l,0.0
2942,while ,e,0.0
2943,while , ,0.0
2944,ask ,a,0.0
2945,ask ,s,0.0
2946,ask ,k,0.0
2947,ask , ,0.0
2948,just ,l,0.0
2949,just ,u,0.0
2950,just ,s,0.0
2951,just ,t,0.0
2952,just , ,0.0
2953,all ,a,0.25
2954,all ,i,0.25
2955,all ,l,0.25
2956,all ,l,0.25
2957,all , ,0.25
2958,problem ,p,0.125
2959,problem ,f,0.125
2960,problem ,r,0.125
2961,problem ,o,0.125
2962,problem ,b,0.125
2963,problem ,l,0.125
2964,problem ,e,0.125
2965,problem ,m,0.125
2966,problem , ,0.125
2967,any ,a,0.0
2968,any ,n,0.0
2969,any ,y,0.0
2970,any , ,0.0
2971,up ,u,0.0
2972,up ,p,0.0
2973,up , ,0.0
2974,about ,s,0.6666666666666667
2975,about ,a,0.6666666666666667
2976,about ,a,0.6666666666666667
2977,about ,p,0.6666666666666667
2978,about ,o,0.6666666666666667
2979,about ,b,0.6666666666666667
2980,about ,o,0.6666666666666667
2981,about ,u,0.6666666666666667
2982,about ,t,0.6666666666666667
2983,about , ,0.6666666666666667
2984,only ,o,0.0
2985,only ,n,0.0
2986,only ,l,0.0
2987,only ,y,0.0
2988,only , ,0.0
2989,before ,a,0.1428571428571428
2990,before ,b,0.1428571428571428
2991,before ,e,0.1428571428571428
2992,before ,f,0.1428571428571428
2993,before ,o,0.1428571428571428
2994,before ,r,0.1428571428571428
2995,before ,e,0.1428571428571428
2996,before , ,0.1428571428571428
2997,more ,m,0.0
2998,more ,o,0.0
2999,more ,r,0.0
3000,more ,e,0.0
3001,more , ,0.0
3002,problem,p,0.0
3003,problem,r,0.0
3004,problem,o,0.0
3005,problem,b,0.0
3006,problem,l,0.0
3007,problem,e,0.0
3008,problem,m,0.0
3009,se ,s,0.0
3010,se ,e,0.0
3011,se , ,0.0
3012,would ,w,0.16666666666666674
3013,would ,o,0.16666666666666674
3014,would ,u,0.16666666666666674
3015,would ,p,0.16666666666666674
3016,would ,l,0.16666666666666674
3017,would ,d,0.16666666666666674
3018,would , ,0.16666666666666674
3019,when ,w,0.0
3020,when ,h,0.0
3021,when ,e,0.0
3022,when ,n,0.0
3023,when , ,0.0
3024,stan ,s,0.0
3025,stan ,t,0.0
3026,stan ,a,0.0
3027,stan ,n,0.0
3028,stan , ,0.0
3029,that ,t,0.19999999999999996
3030,that ,h,0.19999999999999996
3031,that ,e,0.19999999999999996
3032,that ,a,0.19999999999999996
3033,that ,t,0.19999999999999996
3034,that , ,0.19999999999999996
3035,st ,s,0.0
3036,st ,t,0.0
3037,st , ,0.0
3038,al ,a,0.0
3039,al ,l,0.0
3040,al , ,0.0
3041,eace ,e,0.0
3042,eace ,a,0.0
3043,eace ,c,0.0
3044,eace ,e,0.0
3045,eace , ,0.0
3046,ifew ,i,0.0
3047,ifew ,f,0.0
3048,ifew ,e,0.0
3049,ifew ,w,0.0
3050,ifew , ,0.0
3051,aboun ,a,0.0
3052,aboun ,b,0.0
3053,aboun ,o,0.0
3054,aboun ,u,0.0
3055,aboun ,n,0.0
3056,aboun , ,0.0
3057,againk ,a,0.0
3058,againk ,g,0.0
3059,againk ,i,0.0
3060,againk ,a,0.0
3061,againk ,n,0.0
3062,againk ,k,0.0
3063,againk , ,0.0
3064,durst ,r,0.33333333333333326
3065,durst ,f,0.33333333333333326
3066,durst ,d,0.33333333333333326
3067,durst ,u,0.33333333333333326
3068,durst ,r,0.33333333333333326
3069,durst ,s,0.33333333333333326
3070,durst ,t,0.33333333333333326
3071,durst , ,0.33333333333333326
3072,thand ,t,0.0
3073,thand ,h,0.0
3074,thand ,a,0.0
3075,thand ,n,0.0
3076,thand ,d,0.0
3077,thand , ,0.0
3078,way ,w,0.0
3079,way ,a,0.0
3080,way ,y,0.0
3081,way , ,0.0
3082,no ,n,0.0
3083,no ,o,0.0
3084,no , ,0.0
3085,smand ,s,0.33333333333333326
3086,smand ,a,0.33333333333333326
3087,smand ,m,0.33333333333333326
3088,smand ,m,0.33333333333333326
3089,smand ,a,0.33333333333333326
3090,smand ,n,0.33333333333333326
3091,smand ,d,0.33333333333333326
3092,smand , ,0.33333333333333326
3093,sman ,s,0.6000000000000001
3094,sman ,n,0.6000000000000001
3095,sman ,a,0.6000000000000001
3096,sman ,m,0.6000000000000001
3097,sman ,m,0.6000000000000001
3098,sman ,a,0.6000000000000001
3099,sman ,n,0.6000000000000001
3100,sman , ,0.6000000000000001
3101,inte ,i,0.0
3102,inte ,n,0.0
3103,inte ,t,0.0
3104,inte ,e,0.0
3105,inte , ,0.0
3106,re ,r,0.0
3107,re ,e,0.0
3108,re , ,0.0
3109,yout ,y,0.0
3110,yout ,o,0.0
3111,yout ,u,0.0
3112,yout ,t,0.0
3113,yout , ,0.0
3114,tere ,t,0.0
3115,tere ,e,0.0
3116,tere ,r,0.0
3117,tere ,e,0.0
3118,tere , ,0.0
3119,whout ,w,0.0
3120,whout ,h,0.0
3121,whout ,o,0.0
3122,whout ,u,0.0
3123,whout ,t,0.0
3124,whout , ,0.0
3125,these ,t,0.0
3126,these ,h,0.0
3127,these ,e,0.0
3128,these ,s,0.0
3129,these ,e,0.0
3130,these , ,0.0
3131,could ,c,0.0
3132,could ,o,0.0
3133,could ,u,0.0
3134,could ,l,0.0
3135,could ,d,0.0
3136,could , ,0.0
3137,feed,t,1.0
3138,feed,f,1.0
3139,feed,r,1.0
3140,feed,r,1.0
3141,feed,d,1.0
3142,feed,e,1.0
3143,feed,e,1.0
3144,feed,d,1.0
3145,thould ,t,0.1428571428571428
